nbr_destinations	2000

coordinates:
	
328	73
108	233
17	157
454	58
489	379
137	10
183	498
251	58
497	405
285	411
398	349
257	352
462	281
228	333
410	285
108	349
18	416
402	61
396	34
5	186
226	165
187	326
330	486
217	428
496	60
371	331
457	26
390	189
420	219
422	343
442	172
96	278
386	245
493	174
104	104
162	322
346	343
458	496
281	440
394	5
22	212
496	306
192	210
255	96
3	263
0	122
100	239
330	225
7	53
408	140
387	203
395	261
480	301
348	489
403	257
401	356
423	149
23	100
335	66
211	277
46	172
254	89
366	218
67	307
214	244
349	395
63	476
303	428
221	171
423	91
131	245
358	167
188	408
485	390
102	105
130	75
417	100
323	281
94	131
65	216
178	406
146	63
130	458
23	139
4	425
100	108
159	346
253	70
341	234
466	474
117	251
109	35
377	129
468	308
235	331
75	280
316	63
27	489
222	290
201	237
198	418
58	251
278	351
219	187
349	226
146	94
280	317
299	429
54	48
421	55
380	124
497	326
451	123
214	136
49	107
328	127
366	224
467	272
255	369
255	456
460	51
52	305
108	198
36	296
155	301
158	47
7	389
228	79
96	453
465	495
277	61
168	269
293	226
445	403
220	174
101	66
108	29
326	403
439	447
32	249
205	116
439	219
323	407
342	174
175	155
425	180
188	169
489	126
386	131
449	333
428	101
485	408
146	263
430	148
434	487
328	160
71	481
359	103
44	473
218	209
87	276
454	447
5	195
172	59
286	360
374	136
131	255
388	371
52	223
24	444
493	227
159	148
110	276
299	359
197	211
41	293
196	295
404	422
471	101
52	96
297	202
194	190
496	427
53	327
214	223
194	23
296	257
121	398
397	272
219	331
60	106
429	313
271	425
495	266
404	97
158	240
78	27
367	150
313	226
108	47
475	8
482	178
231	192
455	294
485	327
71	156
140	41
265	279
200	475
430	220
303	487
256	140
273	148
118	264
301	419
26	316
312	86
434	348
35	161
383	67
449	292
78	373
421	433
89	276
490	119
2	399
32	190
184	16
435	121
359	176
152	282
210	210
41	218
144	312
430	471
371	118
202	230
466	53
63	165
377	319
65	294
251	71
262	86
281	39
272	42
