nbr_destinations	52

coordinates:
	
158.2	161.0
7.0	51.8
96.6	210.0
264.6	191.8
236.6	183.4
246.4	184.8
7.0	64.4
147.0	280.0
162.4	329.0
182.0	316.4
449.4	173.6
341.6	162.4
410.2	56.0
428.4	1.4
236.6	190.4
203.0	103.6
40.6	186.2
116.2	177.8
142.8	245.0
156.8	102.2
84.0	130.2
145.6	163.8
134.4	116.2
233.8	175.0
273.0	162.4
340.2	68.6
369.6	88.2
350.0	112.0
184.8	50.4
114.8	70.0
117.6	155.4
161.0	186.2
322.0	324.8
196.0	162.4
191.8	166.6
191.8	170.8
215.6	170.8
222.6	180.6
201.6	177.8
212.8	182.0
133.0	268.8
26.6	72.8
245.0	257.6
196.0	140.0
155.4	228.2
232.4	135.8
327.6	18.2
232.4	170.8
169.4	175.0
166.6	100.8
375.2	203.0
487.2	68.6
