nbr_destinations	5000

coordinates:
	
344	435
11	287
25	487
476	412
379	18
231	147
423	278
389	237
322	295
90	50
381	68
283	194
497	462
282	41
241	384
487	243
315	364
245	345
174	204
487	59
104	252
481	263
333	161
262	247
300	92
47	339
322	225
136	326
2	398
315	159
90	252
155	463
217	358
421	214
350	454
45	68
282	200
450	359
195	412
68	339
35	152
413	69
416	44
169	141
273	215
1	103
371	83
148	172
67	208
321	39
291	78
11	435
460	294
470	68
478	140
418	174
432	418
243	277
272	100
408	492
344	299
189	396
402	132
212	54
96	64
459	174
40	498
368	131
7	174
431	96
223	452
273	480
67	444
178	69
491	429
220	266
112	199
155	136
105	348
230	141
177	160
108	57
465	406
256	380
107	151
143	481
344	144
35	408
115	292
486	459
251	387
353	68
67	328
187	319
462	454
130	408
286	106
116	371
246	124
207	208
271	43
375	361
199	17
90	19
493	167
115	386
193	475
124	230
321	220
373	455
347	335
320	75
274	20
350	468
195	291
242	45
151	65
407	14
343	402
77	492
328	309
280	426
246	209
487	239
413	364
268	41
78	485
97	364
181	467
276	292
400	84
428	315
144	280
83	499
367	228
257	357
365	38
98	303
76	104
229	168
136	216
345	314
29	175
436	177
152	299
264	315
89	301
449	136
482	149
294	396
25	90
372	55
495	326
457	178
345	152
179	165
217	115
116	357
39	59
109	427
391	384
131	198
486	218
378	434
132	297
350	30
427	212
288	421
207	73
101	33
44	318
443	93
433	131
16	462
95	357
445	341
37	62
1	91
127	146
418	129
2	322
293	223
91	119
349	41
325	207
82	342
228	321
208	181
228	175
339	25
403	209
427	320
7	372
377	0
316	429
93	495
10	389
347	433
0	434
81	180
479	136
423	292
23	89
322	225
1	286
367	434
250	108
183	108
124	400
356	44
449	280
203	74
281	246
498	227
70	450
294	242
228	171
25	123
239	55
253	448
276	282
209	182
60	121
478	124
252	373
158	223
70	110
97	226
41	77
28	437
168	26
367	46
490	454
260	139
270	6
294	419
18	329
481	483
264	453
110	113
277	246
115	473
55	203
134	29
166	342
419	103
352	202
472	389
245	367
308	180
167	99
76	418
178	240
186	271
284	91
25	99
284	8
403	411
361	32
282	261
235	188
404	293
9	291
398	210
34	232
352	47
69	221
72	268
5	284
358	177
51	180
195	305
136	468
397	123
418	448
350	342
349	57
154	12
495	88
4	66
85	487
146	218
470	348
496	418
379	63
335	109
473	387
306	440
106	352
70	319
335	300
292	6
384	59
460	390
106	362
374	133
281	285
192	155
213	125
254	168
387	418
454	375
498	108
392	184
193	61
10	338
96	199
382	62
66	496
229	321
430	108
157	331
167	478
59	41
90	288
137	333
266	5
22	47
230	296
224	96
307	7
73	444
66	270
468	21
198	350
254	0
423	231
396	239
234	294
142	164
469	383
66	426
3	227
169	42
69	86
355	433
76	422
123	241
287	252
316	37
486	70
187	135
89	249
403	149
246	465
59	353
314	116
232	122
103	146
161	271
423	403
312	179
389	402
199	481
145	177
52	67
470	273
123	215
272	25
474	191
405	411
360	322
497	23
227	62
145	369
7	101
352	398
347	485
41	362
458	421
262	366
8	355
175	249
360	66
496	8
386	235
136	451
266	193
446	67
39	474
466	491
379	318
300	423
44	68
481	344
208	439
228	326
278	416
441	27
496	461
121	365
254	414
138	75
52	28
381	440
125	446
209	22
352	370
243	211
368	383
45	206
272	413
481	141
252	323
279	439
380	29
11	321
302	419
188	417
180	321
350	299
88	445
443	372
140	319
313	397
477	443
456	342
80	422
307	448
433	463
373	352
176	433
442	426
254	283
161	355
20	463
481	427
456	212
147	258
137	86
227	422
41	116
207	278
134	434
468	455
33	269
344	152
31	101
247	55
191	14
7	179
325	366
54	189
101	342
358	40
240	392
263	293
296	362
201	483
231	66
246	308
121	13
156	142
279	17
84	9
64	379
290	494
35	163
233	296
16	485
443	414
52	136
122	186
473	360
242	26
131	428
43	249
128	15
84	121
326	230
394	63
142	47
347	476
86	496
210	160
472	486
387	228
251	242
148	338
364	371
416	81
141	442
413	350
118	30
349	371
136	346
497	74
203	206
45	261
113	63
269	26
333	156
94	282
395	30
338	420
457	282
124	93
159	122
375	206
415	439
230	138
235	323
354	257
461	263
357	361
490	279
466	389
420	269
107	120
489	144
490	97
152	299
469	429
99	22
392	69
492	133
108	183
22	164
287	448
343	211
143	488
219	104
62	474
468	190
202	474
193	120
405	472
310	111
280	451
418	161
442	356
364	425
302	86
0	433
497	428
150	126
302	146
256	382
123	460
29	90
192	291
339	363
244	366
322	9
404	166
95	168
200	78
43	27
261	147
170	234
113	428
404	479
26	334
155	153
402	83
376	282
397	29
486	204
1	390
109	319
171	353
172	373
154	372
314	254
12	366
423	371
417	149
451	291
273	170
462	222
11	356
491	298
384	358
43	462
410	36
213	254
29	314
99	301
356	469
396	431
408	459
273	348
359	310
43	38
36	4
150	491
223	178
384	81
286	399
370	407
305	121
340	13
71	399
125	133
134	413
137	130
245	398
266	310
309	471
206	399
349	482
263	170
476	274
411	188
214	129
3	455
420	408
10	105
304	318
274	280
239	497
57	371
266	134
235	356
121	425
70	319
172	390
73	390
12	203
326	375
456	290
453	120
197	457
413	186
325	257
189	162
273	332
401	193
283	221
252	334
9	355
262	257
320	429
179	435
245	105
371	325
146	391
390	267
14	229
111	392
494	449
428	95
135	11
448	336
145	185
489	436
87	386
471	87
326	351
487	237
141	225
153	488
17	112
132	349
90	3
95	98
250	146
57	63
345	457
94	314
24	268
454	10
294	285
264	107
481	404
51	296
214	314
28	69
128	36
231	441
8	444
305	340
433	332
465	363
151	71
80	161
179	172
74	64
405	0
293	481
278	296
248	497
422	261
429	291
197	1
17	383
410	203
142	440
208	199
31	481
413	415
77	249
266	250
362	359
238	20
238	294
125	371
497	107
255	301
39	72
56	414
184	159
51	93
281	248
415	415
341	203
404	200
353	484
362	426
426	410
204	248
395	10
104	284
179	286
55	102
122	72
430	246
482	269
294	225
154	192
249	7
369	132
290	39
72	296
67	348
449	64
47	353
153	105
14	229
291	54
381	249
31	424
58	91
349	362
157	439
417	150
167	225
156	256
0	274
171	117
308	20
189	119
262	58
111	382
293	377
51	379
304	317
33	484
229	183
465	300
395	72
491	372
300	215
158	80
10	421
389	173
446	422
472	7
87	71
238	406
345	371
343	133
114	19
264	480
375	419
328	325
236	103
475	462
117	111
435	238
252	63
358	338
224	406
123	190
209	421
168	116
31	412
17	409
30	198
352	123
39	300
252	20
360	440
250	450
129	243
462	387
263	288
403	412
7	227
241	353
396	391
303	357
455	221
459	293
35	171
462	174
113	88
202	77
319	252
358	126
105	376
280	224
393	473
246	164
230	115
444	133
184	290
379	293
444	296
182	83
427	289
213	5
186	48
342	236
112	303
149	38
420	238
25	128
355	89
137	250
138	156
218	65
481	245
298	236
103	206
442	378
477	476
465	79
418	248
468	357
445	468
126	216
415	49
241	439
498	176
472	238
459	132
352	225
451	109
386	305
259	135
311	22
349	213
35	229
64	327
255	297
397	291
390	78
354	497
407	153
448	135
481	155
196	425
402	309
354	297
102	113
244	234
228	391
243	323
273	347
345	95
445	119
220	460
195	228
164	378
437	307
138	182
386	162
361	360
400	237
182	497
326	167
16	257
414	450
107	118
433	20
200	31
136	426
143	48
307	47
5	127
105	279
457	419
295	487
27	433
397	197
67	350
51	356
104	287
261	25
185	495
431	233
298	26
428	252
224	3
210	255
154	146
156	323
75	280
178	21
21	412
46	214
245	51
252	152
59	435
437	446
321	386
5	269
466	238
119	437
32	404
462	128
11	146
453	234
462	81
189	349
388	185
479	471
364	132
113	190
66	215
5	396
487	13
41	421
489	41
331	415
447	379
325	37
443	326
398	227
140	297
255	138
492	420
0	436
72	406
171	423
124	409
223	75
455	246
58	401
326	492
169	331
285	136
470	87
382	371
185	17
231	196
220	185
384	324
244	409
190	140
32	55
275	363
349	43
269	125
329	317
142	223
453	374
30	44
258	130
221	126
443	349
401	303
97	362
77	35
449	110
364	455
442	289
99	491
24	108
229	465
313	92
165	230
271	287
407	327
359	173
200	293
452	24
8	69
141	141
466	28
37	395
163	190
385	10
89	190
327	195
455	286
478	451
185	265
354	178
410	88
187	373
2	169
35	303
111	7
112	317
104	418
317	69
335	346
87	126
344	172
236	219
239	133
420	457
117	416
88	191
252	3
78	213
400	138
206	325
157	252
118	386
346	306
32	450
173	142
46	160
473	13
21	387
294	365
220	99
75	235
247	158
193	473
278	178
381	460
163	218
212	180
256	250
477	320
340	376
43	114
118	341
72	349
343	397
138	175
376	97
167	54
184	447
286	201
81	444
198	266
250	70
183	104
461	419
116	485
343	470
118	219
73	381
128	359
490	165
104	446
499	254
311	312
134	127
281	287
370	82
194	498
269	201
58	19
473	462
160	435
34	460
363	212
317	123
490	197
217	9
428	22
478	164
304	351
303	489
28	400
461	378
498	363
299	187
289	490
161	98
392	235
461	378
32	114
437	476
237	238
254	114
271	228
327	176
288	85
253	464
213	87
211	153
402	12
415	389
479	268
344	328
129	264
391	341
435	224
193	248
265	333
295	33
83	91
353	173
347	295
413	198
98	261
359	10
492	207
438	321
74	69
294	416
54	208
206	7
442	334
46	378
387	203
497	189
461	228
236	189
344	369
310	287
261	285
233	423
383	398
404	145
293	30
383	53
216	446
136	86
115	197
286	279
235	309
51	54
346	22
389	248
372	404
70	157
172	476
266	365
245	42
272	200
32	58
444	176
419	157
86	461
224	224
44	423
88	213
371	380
0	317
494	204
374	422
159	301
361	169
201	415
330	183
324	230
399	126
332	369
386	387
391	364
355	204
445	313
395	392
151	215
433	202
350	371
67	119
82	92
202	32
114	414
59	469
270	344
158	253
19	124
5	150
217	319
87	44
303	78
419	218
340	103
115	156
346	342
54	229
323	5
122	58
217	198
128	440
259	28
441	487
222	168
309	171
2	427
15	292
13	1
341	147
394	293
420	164
16	480
184	239
142	336
160	242
255	466
0	340
410	72
124	317
56	409
274	51
267	86
97	17
215	303
373	230
436	255
226	297
51	482
44	309
326	417
282	352
403	199
68	165
485	334
399	430
489	265
411	320
340	190
236	370
78	472
30	333
392	327
43	488
439	252
311	78
276	64
27	329
169	1
379	122
322	72
362	19
413	285
477	171
292	162
48	476
340	140
420	411
244	216
426	87
336	61
421	468
8	46
455	217
261	379
53	329
470	466
426	23
421	264
323	72
41	78
108	130
280	178
40	163
397	462
134	281
147	434
409	425
398	225
449	338
380	326
