nbr_destinations	300

coordinates:
	
206	32
302	239
409	77
38	363
325	416
212	2
133	47
391	234
261	83
132	203
306	448
289	15
235	379
160	151
129	478
315	466
124	468
210	313
323	486
409	243
23	430
396	388
109	482
229	86
353	329
164	15
430	451
311	90
154	446
193	424
356	426
178	183
394	493
272	127
10	119
375	161
117	450
44	186
358	202
384	488
458	18
29	324
192	83
278	188
44	453
144	187
121	351
414	24
99	199
421	224
309	480
313	9
376	480
219	223
249	347
51	449
332	426
467	434
244	12
319	314
173	4
465	129
354	499
461	170
292	305
153	4
100	251
26	182
295	225
486	413
76	211
471	217
240	280
178	177
419	439
226	63
476	138
48	84
273	474
70	456
52	329
424	59
122	407
182	53
307	443
377	3
45	65
411	491
6	386
338	13
179	4
397	448
493	449
448	110
111	419
493	275
4	458
333	281
425	321
222	93
271	183
236	82
330	26
431	384
153	383
186	371
133	370
262	453
113	283
398	202
237	266
191	263
464	107
333	159
136	479
449	215
204	104
151	144
460	372
271	136
17	194
235	325
410	385
108	69
388	393
486	156
61	340
75	324
155	410
40	232
215	257
355	99
418	32
281	83
412	403
184	170
228	372
197	225
204	177
207	250
9	283
364	484
149	324
425	53
113	473
234	347
86	314
296	12
360	374
163	106
1	401
0	259
23	110
328	450
433	271
36	265
173	2
475	358
479	234
434	274
139	313
391	170
433	66
177	119
422	253
261	448
194	253
258	26
465	18
287	356
203	47
137	225
27	464
221	427
337	255
180	237
400	374
402	45
488	209
393	96
281	399
403	111
17	36
239	265
127	225
231	431
151	200
252	32
120	446
232	305
114	190
90	236
382	256
216	258
335	268
340	418
21	426
444	35
280	392
77	181
224	367
456	208
486	178
365	22
191	347
84	218
349	20
57	472
242	235
221	50
94	159
275	70
233	491
97	410
57	365
87	221
377	64
70	349
415	338
423	81
205	273
475	297
168	460
59	352
206	103
493	450
141	221
237	312
289	451
410	174
367	365
345	259
65	51
293	52
1	39
34	191
261	475
387	418
358	147
394	177
66	132
195	277
132	62
438	479
314	220
467	225
181	359
204	168
266	222
96	100
334	369
482	412
380	484
318	177
198	176
97	251
325	265
196	31
379	75
398	84
124	51
0	349
217	16
102	368
20	284
400	105
304	29
71	90
294	146
490	183
490	395
233	153
292	140
225	60
86	411
102	151
234	304
312	193
6	206
117	282
456	328
461	87
349	86
474	151
110	279
479	318
69	221
320	32
182	423
147	444
325	482
13	407
321	282
320	265
404	193
249	395
18	224
35	146
24	353
370	211
