nbr_destinations	100

coordinates:
	
276	164
256	286
301	428
206	467
78	450
182	64
149	476
250	68
258	287
321	185
53	402
395	442
380	183
418	314
22	138
477	349
389	65
385	122
449	306
32	302
286	104
13	457
391	60
63	42
390	211
306	466
327	178
200	78
466	315
333	286
282	108
81	172
348	249
375	397
306	106
379	182
43	51
234	69
363	217
486	187
45	74
181	140
445	28
215	287
61	278
232	328
87	276
452	187
200	162
37	82
373	250
91	183
415	295
420	357
222	193
447	205
115	482
239	58
58	318
116	442
235	120
110	479
441	10
199	214
441	200
4	286
109	268
240	269
113	493
43	37
452	105
329	26
83	329
259	268
211	398
49	244
213	146
295	472
327	466
330	197
87	74
442	136
252	473
193	321
148	88
67	56
396	298
6	73
479	287
137	243
75	6
76	374
47	324
220	383
454	443
153	181
258	16
125	449
479	42
71	401
