nbr_destinations	200

coordinates:
	
158	266
388	494
37	8
277	314
294	57
196	17
484	498
344	283
299	393
8	207
295	309
435	34
176	146
154	491
199	288
82	380
107	355
90	181
347	325
237	164
204	404
2	150
179	298
250	438
471	319
103	460
225	102
93	12
57	101
325	136
146	215
487	48
495	67
406	426
429	203
124	214
25	319
436	105
446	304
463	153
260	290
389	320
396	226
121	331
252	172
414	369
59	337
29	467
106	213
245	179
314	102
109	248
491	265
412	277
254	77
256	256
90	1
261	35
5	221
445	403
341	246
172	470
419	328
178	47
124	454
257	404
23	474
406	436
88	230
292	3
394	199
156	119
349	188
148	204
143	323
267	21
348	0
423	314
393	363
480	486
129	461
108	74
212	422
1	307
405	279
435	418
135	303
225	310
377	120
372	132
183	471
177	331
389	8
187	182
186	229
44	75
146	278
358	65
268	44
491	458
355	43
202	275
257	465
341	290
234	384
332	195
224	171
215	307
260	365
181	141
161	140
481	6
269	390
437	425
251	198
147	368
468	18
388	134
203	493
297	194
441	368
296	197
447	285
387	60
417	208
124	273
91	426
84	415
51	172
39	153
486	294
451	17
370	189
493	123
378	382
33	86
220	389
32	333
287	371
443	278
488	300
332	243
159	144
22	475
132	69
243	334
497	410
469	217
487	492
313	461
317	482
284	114
160	326
369	403
109	147
444	29
85	98
173	210
90	154
412	393
108	412
282	391
299	139
370	280
421	145
89	109
244	44
451	430
265	92
154	21
200	358
326	277
92	313
252	252
348	220
73	236
147	281
2	50
389	210
242	347
107	83
420	326
188	23
470	162
35	366
255	361
321	68
449	415
309	321
216	226
31	382
196	482
66	433
489	157
122	177
232	364
340	467
366	357
57	229
109	151
